Employee_ID,Gender,Job_Level_after_FY20_promotions,New_hire_FY20?,FY20_Performance_Rating,Promotion_in_FY21,In_base_group_for_Promotion_FY21,Target_hire_balance,FY20_leaver,In_base_group_for_turnover_FY20,Department_01.07.2020,Leaver_FY,Job_Level_after_FY21_promotions,Last_Department_in_FY20,FTE_group,Time_type,Department_&_JL_group_PRA_status,Department_&_JL_group_for_PRA,Job_Level_group_PRA_status,Job_Level_group_for_PRA,Time_in_Job_Level_01.07.2020,Job_Level_before_FY20_promotions,Promotion_in_FY20,FY19_Performance_Rating,Age_group,Age_01.07.2020,Nationality_1,Region_group_nationality_1,Broad_region_group_nationality_1,Last_hire_date,Years_since_last_hire,Rand
269,Male,5 - Senior Officer,N,3,Yes,Yes,0.5,No,Y,Strategy,not leave,4 - Manager,Strategy,Full Time,Full Time,Inconclusive,5 - Senior Officer & Strategy,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.906441705
270,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.599231589
271,Female,4 - Manager,N,4,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,40 to 49,41,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.917970212
272,Female,2 - Director,Y,0,No,No,0.5,No,N,Operations,not leave,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,0,NA,N,0,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.5895764
273,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.054559522
274,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,16 to 19,19,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.017573552
275,Female,2 - Director,N,3,No,No,0.5,Yes,Y,Operations,FY20,not promotion,Operations,Full Time,Full Time,NA,NA,NA,NA,5,2 - Director,N,0,40 to 49,41,France,Europe,Europe,01-04-2015,5,0.826905084
276,Male,6 - Junior Officer,N,1,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,16 to 19,19,France,Europe,Europe,01-04-2017,3,0.05400194
277,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,23,France,Europe,Europe,01-04-2017,3,0.890823008
278,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.065377891
279,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.31548262
280,Male,1 - Executive,Y,0,No,No,0.5,No,N,Internal Services,not leave,1 - Executive,Internal Services,Full Time,Full Time,NA,NA,NA,NA,0,NA,N,0,30 to 39,38,France,Europe,Europe,01-04-2020,0,0.305024201
281,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Italy,Europe,Europe,01-04-2017,3,0.357782441
282,Male,2 - Director,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,40 to 49,44,France,Europe,Europe,01-04-2011,9,0.121946976
283,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.230372078
284,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,France,Europe,Europe,01-04-2017,3,0.744483693
285,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.432303758
286,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,30,Germany,Europe,Europe,01-04-2018,2,0.419241675
287,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Internal Services,not leave,6 - Junior Officer,Internal Services,0.7,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,0,NA,N,0,20 to 29,22,France,Europe,Europe,01-04-2020,0,0.047212134
288,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,25,Germany,Europe,Europe,01-04-2016,4,0.854896019
289,Female,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,33,Italy,Europe,Europe,01-04-2016,4,0.088979696
290,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,France,Europe,Europe,01-04-2018,2,0.738331335
291,Female,4 - Manager,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,38,Denmark,Europe,Europe,01-04-2014,6,0.925242287
292,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2018,2,0.384012509
293,Female,6 - Junior Officer,N,2,Yes,Yes,0.5,No,Y,Internal Services,not leave,5 - Senior Officer,Internal Services,0.6,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,30 to 39,33,France,Europe,Europe,01-04-2018,2,0.842246497
294,Female,4 - Manager,Y,0,No,No,0.5,No,N,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,NA,N,0,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.665755279
295,Female,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.917540084
296,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Netherlands,Europe,Europe,01-04-2018,2,0.155169838
297,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.271157168
298,Female,3 - Senior Manager,N,4,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,41,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.882702875
299,Male,6 - Junior Officer,N,3,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.448336204
300,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,France,Europe,Europe,01-04-2016,4,0.340325026
301,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.751610135
302,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.328632496
303,Male,4 - Manager,Y,0,No,No,0.5,No,N,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,NA,N,0,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.849696461
304,Female,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,3,50 to 59,50,Austria,Europe,Europe,01-04-2012,8,0.851759687
305,Male,6 - Junior Officer,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,28,Italy,Europe,Europe,01-04-2018,2,0.200061471
306,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.358690544
307,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.623818161
308,Female,5 - Senior Officer,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.979393623
309,Male,4 - Manager,N,3,No,No,0.5,Yes,Y,Sales & Marketing,FY20,not promotion,Sales & Marketing,Full Time,Full Time,NA,NA,NA,NA,3,4 - Manager,N,4,40 to 49,46,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.393798067
310,Female,4 - Manager,Y,0,No,No,0.5,No,N,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,NA,N,0,30 to 39,37,Germany,Europe,Europe,01-04-2020,0,0.299860738
311,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,4,20 to 29,22,Italy,Europe,Europe,01-04-2017,3,0.403737319
312,Female,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4,5 - Senior Officer,N,3,30 to 39,34,Germany,Europe,Europe,01-04-2012,8,0.114202945
313,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2018,2,0.154787637
314,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,24,France,Europe,Europe,01-04-2020,0,0.217431411
315,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,0.7,Part Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.858149588
316,Male,1 - Executive,N,0,No,No,0.5,No,Y,Operations,not leave,1 - Executive,Operations,Full Time,Full Time,NA,NA,NA,NA,1,2 - Director,Y,2,40 to 49,48,France,Europe,Europe,01-04-2013,7,0.563048672
317,Female,6 - Junior Officer,N,1,Yes,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.838951801
318,Female,3 - Senior Manager,Y,0,No,No,0.5,No,N,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,0,NA,N,0,40 to 49,43,Germany,Europe,Europe,01-04-2020,0,0.482094932
319,Male,6 - Junior Officer,N,1,Yes,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,27,Germany,Europe,Europe,01-04-2018,2,0.311935548
320,Female,5 - Senior Officer,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.872352845
321,Male,3 - Senior Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.86658062
322,Female,3 - Senior Manager,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,40 to 49,43,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.411262509
323,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,0,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.399869093
324,Male,3 - Senior Manager,N,2,Yes,Yes,0.5,No,Y,Internal Services,not leave,2 - Director,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.015937629
325,Female,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,0.6,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,4,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.10963633
326,Male,2 - Director,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,30 to 39,37,France,Europe,Europe,01-04-2015,5,0.154449769
327,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,1,5 - Senior Officer,Y,1,40 to 49,40,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.089743421
328,Female,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,30,Germany,Europe,Europe,01-04-2014,6,0.256328029
329,Female,4 - Manager,N,0,No,No,0.5,Yes,Y,Sales & Marketing,FY20,not promotion,Sales & Marketing,Full Time,Full Time,NA,NA,NA,NA,2,4 - Manager,N,2,40 to 49,45,Italy,Europe,Europe,01-04-2013,7,0.943352617
330,Female,4 - Manager,N,3,No,No,0.5,Yes,Y,Operations,FY20,not promotion,Operations,0.9,Part Time,NA,NA,NA,NA,3,4 - Manager,N,3,50 to 59,51,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.071029454
331,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.585643075
332,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.321313931
333,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.650852309
334,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,4,16 to 19,19,Germany,Europe,Europe,01-04-2018,2,0.225513186
335,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.960309018
336,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,21,France,Europe,Europe,01-04-2017,3,0.08320474
337,Male,2 - Director,N,2,No,Yes,0.5,No,Y,Strategy,not leave,2 - Director,Strategy,Full Time,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,4,2 - Director,N,0,40 to 49,43,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.668850944
338,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,26,France,Europe,Europe,01-04-2018,2,0.144646742
339,Female,4 - Manager,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.35767957
340,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,2,5 - Senior Officer,N,2,20 to 29,25,France,Europe,Europe,01-04-2014,6,0.089320066
341,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0,NA,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.769119397
342,Female,4 - Manager,N,3,No,Yes,0.5,No,Y,Finance,not leave,4 - Manager,Finance,0.9,Part Time,Inconclusive,4 - Manager & Finance,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.986736196
343,Female,1 - Executive,N,0,No,No,0.5,No,Y,HR,not leave,1 - Executive,HR,Full Time,Full Time,NA,NA,NA,NA,2,1 - Executive,N,2,40 to 49,47,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.840370074
344,Male,5 - Senior Officer,N,2,Yes,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,5 - Senior Officer,N,0,30 to 39,35,Germany,Europe,Europe,01-04-2019,1,0.340807958
345,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.304058366
346,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Malaysia,Asia Pacific,Elsewhere,01-04-2013,7,0.739154286
347,Male,3 - Senior Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,40 to 49,48,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.305497311
348,Male,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4,5 - Senior Officer,N,3,20 to 29,25,United Kingdom,Europe,Europe,01-04-2016,4,0.810903718
349,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Germany,Europe,Europe,01-04-2017,3,0.08314828
350,Male,6 - Junior Officer,N,3,No,No,0.5,Yes,Y,Operations,FY20,not promotion,Operations,Full Time,Full Time,NA,NA,NA,NA,2,6 - Junior Officer,N,2,20 to 29,27,Germany,Europe,Europe,01-04-2018,2,0.806172312
351,Male,4 - Manager,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,4,4 - Manager,N,2,30 to 39,36,Germany,Europe,Europe,01-04-2016,4,0.017510176
352,Male,6 - Junior Officer,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.820179394
353,Female,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,6,5 - Senior Officer,N,2,30 to 39,31,Germany,Europe,Europe,01-04-2016,4,0.818471466
354,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,23,Greece,Europe,Europe,01-04-2020,0,0.846661145
355,Male,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,23,Italy,Europe,Europe,01-04-2020,0,0.064943168
356,Male,5 - Senior Officer,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.523290359
357,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.667414491
358,Female,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,0.8,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,33,France,Europe,Europe,01-04-2011,9,0.30079075
